,Genome,Genus,Species,AA10,AA3,CBM0,CBM13,CBM18,CBM3,CBM32,CBM4,CBM48,CBM5,CBM50,CBM63,CBM67,CBM91,CE1,CE11,CE12,CE2,CE4,CE8,CE9,GH0,GH1,GH102,GH103,GH104,GH105,GH106,GH108,GH113,GH12,GH121,GH127,GH13,GH140,GH146,GH148,GH15,GH153,GH154,GH16,GH18,GH19,GH2,GH23,GH24,GH25,GH26,GH28,GH3,GH30,GH31,GH32,GH33,GH36,GH37,GH38,GH39,GH4,GH42,GH43,GH5,GH51,GH53,GH65,GH68,GH73,GH77,GH78,GH8,GH88,GH91,GH94,GT0,GT1,GT101,GT102,GT11,GT111,GT14,GT19,GT2,GT20,GT21,GT24,GT25,GT26,GT28,GT30,GT32,GT35,GT4,GT41,GT5,GT51,GT52,GT56,GT73,GT8,GT81,GT83,GT84,GT9,GT97,PL0,PL1,PL10,PL11,PL17,PL2,PL22,PL26,PL3,PL35,PL38,PL4,PL9
548,GCA_022507295.1,Pectobacterium,carotovorum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,11,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,2,1,1,3,0,1,0,1,1,1,0,3,0,0,6,0,1,0,2,1,1,2,0,0,1,2
549,GCA_002904255.1,Pectobacterium,odoriferum,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,0,2,1,1,9,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,7,2,0,0,4,2,0,0,2,1,0,0,1,0,3,1,1,1,0,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,5,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,1,1,1,1,1,3,0,0,6,0,1,0,2,1,1,2,0,0,1,2
550,GCA_004137795.1,Pectobacterium,zantedeschiae,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,2,2,1,0,9,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,1,1,7,2,0,0,5,4,0,1,1,1,0,0,1,0,2,1,2,1,0,2,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,1,0,1,4,0,1,0,4,1,1,0,4,0,0,6,0,0,0,2,1,1,1,0,0,1,2
551,GCA_005484965.1,Brenneria,nigrifluens DSM 30175 = ATCC 13028,0,0,0,0,1,0,0,0,2,1,6,0,0,0,0,1,1,0,1,0,1,0,2,1,1,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,7,3,0,0,1,3,0,1,1,0,1,2,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,8,1,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,1,1,0,1,4,0,0,1,0,0,0,1,1,1,1,0,0,0,0
552,GCA_020181655.1,Pectobacterium,colocasium,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,0,2,1,0,10,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,2,0,0,4,3,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,9,0,0,0,0,1,1,1,1,2,4,0,1,3,0,1,0,4,1,1,0,3,0,0,6,0,1,0,2,1,1,2,1,0,1,2
553,GCA_013334185.1,Dickeya,solani,0,1,0,0,0,0,0,0,2,2,6,1,0,1,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,3,1,1,1,2,1,0,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,2,8,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,1,1,3
554,GCA_018361185.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,9,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,1,2,3
555,GCA_000406105.1,Dickeya,chrysanthemi NCPPB 402,0,0,0,0,0,0,1,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,3,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,7,1,0,0,3,4,0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,7,0,0,0,0,1,1,1,0,2,7,2,1,3,0,1,0,0,1,1,1,4,2,0,6,0,0,0,1,1,1,2,0,0,2,3
556,GCA_004137785.1,Pectobacterium,zantedeschiae,0,1,0,1,0,1,2,0,2,2,6,1,0,0,1,1,1,0,2,2,1,0,9,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,10,1,0,0,5,4,0,1,1,1,0,0,1,0,2,1,2,1,0,2,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,1,0,1,4,0,1,0,4,1,1,0,4,0,0,6,0,0,0,2,1,1,2,1,0,1,2
557,GCA_025840205.1,Brenneria,sp. KBI 447,0,1,0,0,0,1,0,0,2,1,6,1,0,0,0,1,1,0,1,0,1,0,3,1,1,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,0,0,1,0,1,1,0,1,2,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,4,1,0,0,0,1,1,1,1,2,8,0,1,3,0,1,0,2,1,0,1,3,0,0,1,0,0,0,1,1,0,2,0,0,0,0
558,GCA_000808495.1,Pectobacterium,carotovorum subsp. carotovorum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,2,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,1,0,1,3,0,1,0,1,1,1,1,3,0,0,6,0,1,0,2,1,1,2,0,0,1,2
559,GCA_016106695.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,8,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
560,GCA_016949085.1,Pectobacterium,aquaticum,0,0,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,0,1,1,0,9,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,1,0,0,3,2,0,1,1,1,1,0,2,0,1,1,2,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,2,3,0,1,3,0,1,0,1,0,0,1,3,0,0,4,0,0,0,2,1,1,1,0,0,1,2
561,GCA_016949055.1,Pectobacterium,brasiliense,0,1,0,1,0,1,1,0,2,1,6,0,0,0,1,1,1,0,0,2,1,0,11,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,2,0,0,3,2,0,1,1,1,1,0,2,0,1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,3,0,1,3,0,1,0,1,0,1,0,3,0,0,5,0,0,0,2,1,1,1,0,0,1,2
562,GCA_016949335.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,10,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
563,GCA_022748555.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,7,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
564,GCA_020295645.1,Pectobacterium,versatile,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,2,0,1,2,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,7,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,2,1,1,1,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
565,GCA_016949235.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
566,GCA_019426325.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,9,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,1,1,0,0,2,0,0,1,3,0,1,0,0,1,1,0,2,0,0,6,0,0,0,2,1,0,2,0,0,1,2
567,GCA_002904005.1,Pectobacterium,odoriferum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,0,2,1,1,9,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,8,2,0,0,4,2,0,0,2,1,0,0,1,0,3,1,1,1,0,2,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,1,1,1,1,4,0,0,6,0,0,0,2,1,1,2,0,0,1,2
568,GCA_016949885.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
569,GCA_024498735.1,Pectobacterium,aroidearum,0,1,3,1,0,1,1,0,2,1,6,1,0,3,1,1,1,0,1,2,1,0,9,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,8,1,0,0,5,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,13,0,0,0,0,1,1,1,0,2,2,1,1,4,0,1,0,4,1,1,0,4,0,0,6,0,0,0,2,1,1,2,1,1,1,2
570,GCA_002930535.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,1,0,0,4,2,1,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,1,1,1,1,0,2,5,0,1,3,0,1,0,1,1,1,0,4,0,0,6,0,0,0,2,1,1,2,0,0,1,2
571,GCA_020971565.1,Pectobacterium,parvum,1,1,0,1,0,1,1,0,2,1,6,1,0,1,1,1,1,0,1,2,1,0,7,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,8,2,0,0,3,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,3,1,1,0,4,0,0,5,0,1,0,2,1,0,1,0,1,1,2
572,GCA_016944555.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,1,1,6,1,0,2,1,1,2,0,1,2,1,1,10,1,2,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,10,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,1,1,2
573,GCA_007858975.2,Dickeya,poaceiphila,0,1,0,0,0,0,2,0,2,1,6,0,0,0,1,1,1,0,1,1,1,0,3,1,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,1,0,0,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,13,0,0,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,0,2,0,0,0,1,1,0,1,0,1,0,2
574,GCA_024343335.1,Pectobacterium,carotovorum subsp. carotovorum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,11,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,7,1,0,0,4,2,0,0,2,1,1,0,1,0,2,1,1,1,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,7,1,0,0,1,1,1,1,0,2,2,0,1,3,0,1,0,2,1,1,0,4,0,0,6,0,1,0,2,1,1,2,1,0,1,2
575,GCA_002930555.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,11,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,7,2,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,1,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,5,0,0,6,0,0,0,2,1,0,2,0,0,1,2
576,GCA_003031305.1,Pectobacterium,versatile,0,1,0,1,0,1,2,0,2,1,6,1,0,1,1,1,1,0,1,2,1,0,10,1,2,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,0,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,7,0,0,0,0,1,1,1,1,2,5,1,1,4,0,1,0,2,1,1,1,3,0,0,6,0,0,0,2,1,1,2,0,1,1,2
577,GCA_000474655.1,Dickeya,solani D s0432-1,0,1,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,3,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,0,1,3
578,GCA_018596285.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,5,0,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,3,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,1,0,0,2,3
579,GCA_003628575.1,Pectobacterium,parmentieri,0,0,0,1,0,1,1,0,2,1,6,1,0,3,1,1,1,0,1,2,2,0,8,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,6,0,0,0,3,3,0,1,1,1,2,0,1,0,0,2,3,1,0,2,1,0,3,1,0,1,0,0,0,2,1,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,6,0,1,3,0,1,0,2,0,1,0,3,0,0,5,0,0,0,2,1,1,1,0,1,1,2
580,GCA_013334165.1,Dickeya,solani,0,0,0,0,0,0,0,0,2,2,6,1,0,1,1,1,1,0,1,2,1,0,6,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,4,0,1,1,2,1,0,0,0,0,2,1,1,0,2,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,16,0,0,0,0,1,1,1,0,2,8,1,1,4,0,2,0,0,1,2,0,5,0,0,7,0,0,0,1,1,1,2,0,1,1,4
581,GCA_015689195.1,Pectobacterium,aroidearum,0,1,0,1,0,1,2,0,2,1,6,1,0,2,1,1,1,0,1,2,1,0,9,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,9,1,0,0,5,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,1,1,1,3,0,1,0,4,1,1,0,6,0,0,6,0,0,0,2,1,1,2,1,1,1,2
582,GCA_003382595.2,Pectobacterium,aquaticum,0,0,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,1,1,1,0,9,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,3,0,0,3,2,0,1,1,1,1,0,2,0,1,1,2,1,0,2,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,4,0,0,0,0,1,1,1,0,2,3,1,1,3,0,1,0,1,0,0,1,3,0,0,4,0,0,0,2,1,1,1,0,0,1,2
583,GCA_021614775.1,Dickeya,zeae,0,0,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,1,1,0,3,1,2,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,6,0,0,0,3,3,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,0,2,0,1,1,3
584,GCA_022748525.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,7,0,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
585,GCA_018596255.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,6,0,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,2,8,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,1,0,0,2,3
586,GCA_020423065.1,Pectobacterium,versatile,0,1,0,1,0,1,2,0,2,1,6,1,0,1,1,1,1,0,1,2,1,0,10,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,7,0,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,1,7,0,0,0,0,1,1,1,1,2,3,0,1,3,0,1,0,2,1,1,1,4,0,0,6,0,0,0,2,1,1,2,0,1,1,2
587,GCA_001238575.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,14,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,9,2,0,0,4,2,0,1,2,1,1,0,1,0,2,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,1,1,1,1,2,3,1,1,3,0,1,0,2,1,1,0,3,0,0,6,0,1,0,2,1,1,2,0,0,1,2
588,GCA_016949355.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,10,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
589,GCA_003269765.1,Lonsdalea,populi,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,2,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,7,2,0,0,0,1,1,1,0,0,10,0,0,3,0,1,0,0,1,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1
590,GCA_016949955.1,Pectobacterium,versatile,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,7,2,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,3,1,1,3,0,1,0,0,1,1,1,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
591,GCA_003269655.1,Lonsdalea,populi,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,1,0,0,1,0,1,0,3,1,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,2,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,6,2,0,0,0,1,1,1,0,0,10,0,0,3,0,1,0,0,1,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1
592,GCA_007833835.1,Pectobacterium,carotovorum subsp. carotovorum,0,0,0,1,0,1,1,0,2,1,5,1,0,1,1,0,0,0,1,2,1,0,6,0,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,1,0,0,0,0,1,0,1,0,2,1,1,1,0,2,0,0,1,1,0,1,1,0,0,2,1,0,0,0,0,0,1,9,0,0,0,1,1,1,1,0,2,4,0,1,1,0,1,0,1,1,0,0,4,0,0,4,0,0,0,1,1,0,2,1,1,0,1
593,GCA_013449375.1,Pectobacterium,sp. CFBP8739,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,9,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,1,0,0,4,3,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,1,1,1,1,0,2,1,0,1,3,0,1,0,1,1,1,0,3,0,0,5,0,0,0,2,1,0,2,0,0,1,2
594,GCA_024498795.1,Pectobacterium,aroidearum,0,1,0,1,0,1,2,0,2,1,6,1,0,3,1,1,1,0,1,2,1,0,9,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,8,1,0,0,5,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,13,0,0,0,0,1,1,1,0,2,2,1,1,4,0,1,0,4,1,1,0,4,0,0,6,0,0,0,2,1,1,2,1,1,1,2
595,GCA_900195295.2,Pectobacterium,parvum,1,1,0,1,0,1,1,0,2,1,6,0,0,0,1,1,1,0,1,2,1,0,7,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,6,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,5,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,2,1,1,0,3,0,0,5,0,1,0,2,1,0,1,0,0,1,2
596,GCA_016404885.1,Dickeya,solani,0,1,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,5,3,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,1,0,0,1,3
597,GCA_009931215.1,Pectobacterium,carotovorum subsp. carotovorum,0,0,0,1,1,1,2,0,2,1,6,1,0,1,1,1,1,0,0,2,1,1,10,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,7,2,0,0,2,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,4,1,1,4,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
598,GCA_020406815.1,Dickeya,oryzae,0,0,0,0,0,0,0,0,2,2,6,0,0,0,1,1,1,0,1,1,1,0,3,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,6,1,0,0,2,3,1,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,2,1,0,1,0,0,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,1,4,0,0,6,0,0,0,1,1,0,2,0,0,1,3
